Subject,Accuracy,Cross-Return,Horizontal-Vertical
1,1,Cross,Vertical
1,1,Cross,Horizontal
1,1,Cross,Vertical
1,1,Cross,Horizontal
1,1,Cross,Horizontal
1,1,Cross,Horizontal
1,0,Cross,Vertical
1,0,Cross,Vertical
1,1,Cross,Vertical
1,0,Cross,Horizontal
1,1,Cross,Vertical
1,0,Cross,Vertical
1,0,Cross,Horizontal
1,1,Cross,Vertical
1,1,Cross,Horizontal
1,1,Cross,Vertical
1,0,Cross,Horizontal
1,0,Cross,Horizontal
1,1,Cross,Horizontal
1,1,Cross,Horizontal
1,1,Cross,Vertical
1,1,Cross,Vertical
1,1,Cross,Vertical
1,1,Cross,Horizontal
1,1,Cross,Horizontal
1,1,Cross,Horizontal
1,1,Cross,Horizontal
1,0,Cross,Horizontal
1,1,Cross,Horizontal
1,1,Cross,Horizontal
1,1,Cross,Vertical
1,1,Cross,Vertical
1,1,Cross,Vertical
1,1,Cross,Vertical
1,1,Cross,Vertical
1,1,Cross,Horizontal
1,1,Cross,Vertical
1,1,Cross,Horizontal
1,1,Cross,Horizontal
1,1,Cross,Vertical
1,0,Cross,Horizontal
1,1,Cross,Vertical
1,1,Cross,Vertical
1,1,Cross,Vertical
1,1,Cross,Horizontal
1,1,Cross,Vertical
1,1,Cross,Horizontal
1,1,Cross,Vertical
1,1,Cross,Horizontal
1,1,Cross,Horizontal
1,1,Cross,Vertical
1,1,Cross,Vertical
1,1,Cross,Vertical
1,1,Cross,Horizontal
1,1,Cross,Vertical
1,1,Cross,Vertical
1,0,Cross,Horizontal
1,1,Cross,Horizontal
1,1,Cross,Vertical
1,0,Cross,Horizontal
1,1,Cross,Vertical
1,1,Cross,Horizontal
1,1,Cross,Vertical
1,0,Cross,Horizontal
1,0,Return,Vertical
1,1,Return,Vertical
1,1,Return,Horizontal
1,1,Return,Horizontal
1,0,Return,Vertical
1,1,Return,Horizontal
1,1,Return,Horizontal
1,1,Return,Horizontal
1,1,Return,Horizontal
1,1,Return,Horizontal
1,1,Return,Vertical
1,0,Return,Horizontal
1,1,Return,Horizontal
1,1,Return,Horizontal
1,1,Return,Vertical
1,1,Return,Vertical
1,1,Return,Vertical
1,1,Return,Horizontal
1,1,Return,Horizontal
1,1,Return,Vertical
1,1,Return,Horizontal
1,1,Return,Vertical
1,1,Return,Vertical
1,1,Return,Horizontal
1,1,Return,Vertical
1,1,Return,Horizontal
1,1,Return,Horizontal
1,1,Return,Vertical
1,1,Return,Vertical
1,1,Return,Horizontal
1,1,Return,Horizontal
1,1,Return,Vertical
1,1,Return,Vertical
1,1,Return,Horizontal
1,1,Return,Horizontal
1,1,Return,Horizontal
1,1,Return,Vertical
1,1,Return,Horizontal
1,1,Return,Vertical
1,1,Return,Horizontal
1,1,Return,Horizontal
1,1,Return,Horizontal
1,1,Return,Horizontal
1,1,Return,Vertical
1,1,Return,Vertical
1,1,Return,Vertical
1,1,Return,Vertical
1,1,Return,Vertical
1,1,Return,Vertical
1,1,Return,Vertical
1,1,Return,Vertical
1,1,Return,Horizontal
1,1,Return,Horizontal
1,1,Return,Vertical
1,1,Return,Horizontal
1,1,Return,Vertical
1,1,Return,Vertical
1,1,Return,Vertical
1,1,Return,Horizontal
1,1,Return,Horizontal
1,1,Return,Vertical
1,1,Return,Vertical
1,1,Return,Vertical
1,1,Return,Horizontal
2,1,Cross,Horizontal
2,0,Cross,Horizontal
2,1,Cross,Vertical
2,1,Cross,Vertical
2,0,Cross,Vertical
2,1,Cross,Vertical
2,1,Cross,Horizontal
2,0,Cross,Horizontal
2,0,Cross,Horizontal
2,0,Cross,Vertical
2,0,Cross,Horizontal
2,0,Cross,Horizontal
2,1,Cross,Vertical
2,1,Cross,Horizontal
2,0,Cross,Vertical
2,1,Cross,Vertical
2,0,Cross,Horizontal
2,0,Cross,Vertical
2,0,Cross,Vertical
2,0,Cross,Horizontal
2,0,Cross,Vertical
2,0,Cross,Horizontal
2,0,Cross,Horizontal
2,1,Cross,Horizontal
2,0,Cross,Vertical
2,1,Cross,Horizontal
2,0,Cross,Vertical
2,1,Cross,Vertical
2,0,Cross,Vertical
2,1,Cross,Horizontal
2,0,Cross,Horizontal
2,0,Cross,Horizontal
2,1,Cross,Vertical
2,1,Cross,Vertical
2,0,Cross,Horizontal
2,0,Cross,Vertical
2,1,Cross,Vertical
2,1,Cross,Vertical
2,1,Cross,Vertical
2,0,Cross,Vertical
2,0,Cross,Vertical
2,1,Cross,Horizontal
2,0,Cross,Horizontal
2,0,Cross,Vertical
2,0,Cross,Vertical
2,1,Cross,Horizontal
2,0,Cross,Vertical
2,1,Cross,Vertical
2,1,Cross,Horizontal
2,1,Cross,Horizontal
2,0,Cross,Horizontal
2,0,Cross,Vertical
2,1,Cross,Vertical
2,1,Cross,Vertical
2,0,Cross,Horizontal
2,0,Cross,Horizontal
2,1,Cross,Horizontal
2,0,Cross,Horizontal
2,0,Cross,Horizontal
2,0,Cross,Horizontal
2,1,Cross,Vertical
2,1,Cross,Vertical
2,1,Cross,Horizontal
2,1,Cross,Horizontal
2,0,Return,Horizontal
2,1,Return,Vertical
2,0,Return,Vertical
2,0,Return,Vertical
2,1,Return,Horizontal
2,1,Return,Vertical
2,1,Return,Horizontal
2,1,Return,Vertical
2,1,Return,Vertical
2,1,Return,Horizontal
2,1,Return,Vertical
2,1,Return,Horizontal
2,1,Return,Vertical
2,1,Return,Horizontal
2,1,Return,Vertical
2,1,Return,Horizontal
2,0,Return,Vertical
2,1,Return,Vertical
2,0,Return,Vertical
2,0,Return,Horizontal
2,0,Return,Horizontal
2,0,Return,Vertical
2,1,Return,Horizontal
2,0,Return,Horizontal
2,1,Return,Vertical
2,1,Return,Horizontal
2,0,Return,Horizontal
2,0,Return,Vertical
2,1,Return,Horizontal
2,1,Return,Horizontal
2,0,Return,Vertical
2,0,Return,Vertical
2,1,Return,Vertical
2,1,Return,Horizontal
2,0,Return,Horizontal
2,0,Return,Vertical
2,0,Return,Vertical
2,0,Return,Vertical
2,1,Return,Horizontal
2,0,Return,Horizontal
2,1,Return,Horizontal
2,1,Return,Horizontal
2,1,Return,Vertical
2,1,Return,Horizontal
2,1,Return,Vertical
2,1,Return,Vertical
2,1,Return,Horizontal
2,0,Return,Vertical
2,0,Return,Vertical
2,1,Return,Vertical
2,1,Return,Vertical
2,0,Return,Vertical
2,0,Return,Vertical
2,0,Return,Horizontal
2,0,Return,Horizontal
2,1,Return,Vertical
2,0,Return,Horizontal
2,1,Return,Horizontal
2,1,Return,Horizontal
2,0,Return,Horizontal
2,0,Return,Horizontal
2,1,Return,Horizontal
2,0,Return,Vertical
2,0,Return,Horizontal
3,1,Cross,Vertical
3,1,Cross,Horizontal
3,1,Cross,Vertical
3,1,Cross,Horizontal
3,0,Cross,Horizontal
3,1,Cross,Horizontal
3,0,Cross,Vertical
3,1,Cross,Horizontal
3,0,Cross,Vertical
3,1,Cross,Horizontal
3,1,Cross,Vertical
3,1,Cross,Horizontal
3,0,Cross,Vertical
3,1,Cross,Vertical
3,1,Cross,Vertical
3,1,Cross,Horizontal
3,1,Cross,Horizontal
3,1,Cross,Vertical
3,1,Cross,Horizontal
3,1,Cross,Horizontal
3,1,Cross,Vertical
3,0,Cross,Vertical
3,1,Cross,Vertical
3,0,Cross,Horizontal
3,0,Cross,Horizontal
3,1,Cross,Horizontal
3,1,Cross,Horizontal
3,0,Cross,Horizontal
3,0,Cross,Horizontal
3,1,Cross,Vertical
3,0,Cross,Horizontal
3,0,Cross,Horizontal
3,1,Cross,Horizontal
3,1,Cross,Horizontal
3,1,Cross,Vertical
3,1,Cross,Horizontal
3,0,Cross,Horizontal
3,1,Cross,Horizontal
3,1,Cross,Vertical
3,1,Cross,Vertical
3,0,Cross,Vertical
3,0,Cross,Horizontal
3,1,Cross,Vertical
3,1,Cross,Vertical
3,1,Cross,Horizontal
3,1,Cross,Vertical
3,1,Cross,Horizontal
3,1,Cross,Horizontal
3,1,Cross,Vertical
3,0,Cross,Horizontal
3,0,Cross,Horizontal
3,1,Cross,Vertical
3,1,Cross,Vertical
3,1,Cross,Vertical
3,1,Cross,Vertical
3,1,Cross,Vertical
3,1,Cross,Vertical
3,0,Cross,Vertical
3,1,Cross,Horizontal
3,1,Cross,Vertical
3,1,Cross,Vertical
3,1,Cross,Vertical
3,1,Cross,Vertical
3,1,Cross,Horizontal
3,1,Return,Vertical
3,1,Return,Horizontal
3,1,Return,Vertical
3,1,Return,Vertical
3,1,Return,Vertical
3,1,Return,Horizontal
3,1,Return,Vertical
3,1,Return,Vertical
3,0,Return,Vertical
3,1,Return,Vertical
3,1,Return,Horizontal
3,1,Return,Horizontal
3,0,Return,Vertical
3,1,Return,Horizontal
3,1,Return,Horizontal
3,1,Return,Vertical
3,1,Return,Horizontal
3,1,Return,Vertical
3,1,Return,Horizontal
3,1,Return,Vertical
3,1,Return,Horizontal
3,1,Return,Vertical
3,0,Return,Vertical
3,1,Return,Horizontal
3,1,Return,Vertical
3,1,Return,Vertical
3,1,Return,Vertical
3,1,Return,Vertical
3,0,Return,Horizontal
3,1,Return,Horizontal
3,1,Return,Horizontal
3,1,Return,Horizontal
3,1,Return,Vertical
3,1,Return,Horizontal
3,1,Return,Vertical
3,1,Return,Horizontal
3,1,Return,Horizontal
3,1,Return,Vertical
3,1,Return,Horizontal
3,1,Return,Horizontal
3,1,Return,Horizontal
3,1,Return,Vertical
3,1,Return,Horizontal
3,1,Return,Vertical
3,1,Return,Vertical
3,1,Return,Horizontal
3,1,Return,Vertical
3,0,Return,Vertical
3,1,Return,Vertical
3,1,Return,Horizontal
3,1,Return,Horizontal
3,1,Return,Horizontal
3,1,Return,Vertical
3,1,Return,Horizontal
3,1,Return,Vertical
3,1,Return,Horizontal
3,1,Return,Vertical
3,1,Return,Horizontal
3,1,Return,Horizontal
3,1,Return,Horizontal
3,1,Return,Vertical
3,1,Return,Vertical
3,0,Return,Horizontal
3,1,Return,Horizontal
4,1,Cross,Vertical
4,1,Cross,Horizontal
4,1,Cross,Vertical
4,1,Cross,Vertical
4,0,Cross,Horizontal
4,0,Cross,Horizontal
4,0,Cross,Vertical
4,1,Cross,Horizontal
4,1,Cross,Horizontal
4,1,Cross,Vertical
4,1,Cross,Vertical
4,1,Cross,Horizontal
4,1,Cross,Horizontal
4,1,Cross,Vertical
4,1,Cross,Horizontal
4,1,Cross,Vertical
4,1,Cross,Vertical
4,1,Cross,Vertical
4,1,Cross,Vertical
4,1,Cross,Horizontal
4,0,Cross,Vertical
4,1,Cross,Vertical
4,1,Cross,Horizontal
4,1,Cross,Horizontal
4,1,Cross,Vertical
4,0,Cross,Horizontal
4,1,Cross,Horizontal
4,1,Cross,Vertical
4,1,Cross,Horizontal
4,1,Cross,Horizontal
4,1,Cross,Horizontal
4,1,Cross,Vertical
4,0,Cross,Horizontal
4,1,Cross,Vertical
4,1,Cross,Vertical
4,1,Cross,Vertical
4,1,Cross,Vertical
4,1,Cross,Horizontal
4,1,Cross,Horizontal
4,1,Cross,Vertical
4,1,Cross,Horizontal
4,1,Cross,Horizontal
4,1,Cross,Vertical
4,0,Cross,Horizontal
4,1,Cross,Horizontal
4,1,Cross,Horizontal
4,1,Cross,Vertical
4,0,Cross,Horizontal
4,1,Cross,Horizontal
4,0,Cross,Horizontal
4,0,Cross,Horizontal
4,1,Cross,Vertical
4,1,Cross,Horizontal
4,1,Cross,Horizontal
4,1,Cross,Vertical
4,1,Cross,Vertical
4,1,Cross,Vertical
4,1,Cross,Horizontal
4,1,Cross,Vertical
4,1,Cross,Vertical
4,1,Cross,Vertical
4,1,Cross,Horizontal
4,0,Cross,Vertical
4,0,Cross,Vertical
4,1,Return,Vertical
4,1,Return,Vertical
4,1,Return,Vertical
4,1,Return,Vertical
4,1,Return,Vertical
4,0,Return,Horizontal
4,1,Return,Vertical
4,1,Return,Horizontal
4,1,Return,Horizontal
4,1,Return,Horizontal
4,1,Return,Horizontal
4,1,Return,Vertical
4,1,Return,Vertical
4,1,Return,Vertical
4,1,Return,Horizontal
4,0,Return,Horizontal
4,1,Return,Vertical
4,0,Return,Vertical
4,1,Return,Horizontal
4,1,Return,Vertical
4,1,Return,Horizontal
4,1,Return,Vertical
4,1,Return,Vertical
4,1,Return,Horizontal
4,1,Return,Vertical
4,1,Return,Horizontal
4,1,Return,Horizontal
4,1,Return,Horizontal
4,1,Return,Vertical
4,1,Return,Horizontal
4,1,Return,Horizontal
4,1,Return,Horizontal
4,1,Return,Horizontal
4,1,Return,Vertical
4,1,Return,Horizontal
4,1,Return,Vertical
4,0,Return,Vertical
4,1,Return,Horizontal
4,1,Return,Horizontal
4,1,Return,Horizontal
4,1,Return,Vertical
4,1,Return,Horizontal
4,1,Return,Vertical
4,1,Return,Horizontal
4,0,Return,Horizontal
4,1,Return,Vertical
4,1,Return,Horizontal
4,0,Return,Vertical
4,1,Return,Vertical
4,1,Return,Horizontal
4,0,Return,Vertical
4,0,Return,Horizontal
4,1,Return,Vertical
4,1,Return,Vertical
4,1,Return,Vertical
4,1,Return,Horizontal
4,1,Return,Horizontal
4,1,Return,Horizontal
4,1,Return,Vertical
4,1,Return,Horizontal
4,1,Return,Vertical
4,1,Return,Vertical
4,1,Return,Vertical
4,1,Return,Horizontal
5,1,Cross,Vertical
5,1,Cross,Vertical
5,1,Cross,Vertical
5,0,Cross,Horizontal
5,1,Cross,Horizontal
5,1,Cross,Horizontal
5,1,Cross,Horizontal
5,1,Cross,Vertical
5,1,Cross,Vertical
5,1,Cross,Vertical
5,1,Cross,Horizontal
5,1,Cross,Vertical
5,1,Cross,Vertical
5,1,Cross,Vertical
5,1,Cross,Horizontal
5,1,Cross,Vertical
5,1,Cross,Horizontal
5,1,Cross,Vertical
5,1,Cross,Horizontal
5,1,Cross,Horizontal
5,0,Cross,Horizontal
5,1,Cross,Vertical
5,1,Cross,Vertical
5,1,Cross,Horizontal
5,1,Cross,Horizontal
5,0,Cross,Horizontal
5,1,Cross,Horizontal
5,0,Cross,Horizontal
5,0,Cross,Horizontal
5,1,Cross,Horizontal
5,1,Cross,Horizontal
5,1,Cross,Horizontal
5,1,Cross,Vertical
5,1,Cross,Horizontal
5,1,Cross,Horizontal
5,1,Cross,Vertical
5,0,Cross,Horizontal
5,1,Cross,Vertical
5,1,Cross,Vertical
5,1,Cross,Vertical
5,0,Cross,Vertical
5,1,Cross,Vertical
5,1,Cross,Horizontal
5,1,Cross,Vertical
5,1,Cross,Vertical
5,1,Cross,Vertical
5,1,Cross,Horizontal
5,1,Cross,Horizontal
5,1,Cross,Vertical
5,1,Cross,Vertical
5,1,Cross,Vertical
5,1,Cross,Horizontal
5,0,Cross,Horizontal
5,1,Cross,Horizontal
5,1,Cross,Horizontal
5,1,Cross,Horizontal
5,1,Cross,Vertical
5,1,Cross,Horizontal
5,0,Cross,Horizontal
5,1,Cross,Vertical
5,1,Cross,Vertical
5,0,Cross,Vertical
5,1,Cross,Vertical
5,1,Cross,Vertical
5,1,Return,Horizontal
5,1,Return,Vertical
5,1,Return,Horizontal
5,1,Return,Horizontal
5,1,Return,Horizontal
5,1,Return,Vertical
5,1,Return,Vertical
5,1,Return,Horizontal
5,1,Return,Horizontal
5,0,Return,Horizontal
5,1,Return,Vertical
5,1,Return,Vertical
5,1,Return,Horizontal
5,1,Return,Horizontal
5,0,Return,Horizontal
5,1,Return,Horizontal
5,1,Return,Horizontal
5,1,Return,Vertical
5,1,Return,Vertical
5,0,Return,Vertical
5,1,Return,Horizontal
5,0,Return,Vertical
5,1,Return,Vertical
5,1,Return,Vertical
5,1,Return,Horizontal
5,1,Return,Horizontal
5,1,Return,Horizontal
5,1,Return,Horizontal
5,1,Return,Vertical
5,1,Return,Vertical
5,1,Return,Vertical
5,1,Return,Vertical
5,1,Return,Vertical
5,0,Return,Horizontal
5,1,Return,Vertical
5,1,Return,Horizontal
5,1,Return,Vertical
5,1,Return,Vertical
5,1,Return,Vertical
5,1,Return,Horizontal
5,1,Return,Horizontal
5,1,Return,Vertical
5,1,Return,Horizontal
5,1,Return,Horizontal
5,1,Return,Horizontal
5,1,Return,Horizontal
5,1,Return,Horizontal
5,0,Return,Vertical
5,1,Return,Vertical
5,1,Return,Vertical
5,0,Return,Vertical
5,1,Return,Vertical
5,0,Return,Horizontal
5,0,Return,Horizontal
5,0,Return,Vertical
5,1,Return,Vertical
5,1,Return,Horizontal
5,1,Return,Horizontal
5,1,Return,Horizontal
5,1,Return,Vertical
5,1,Return,Vertical
5,0,Return,Horizontal
5,1,Return,Vertical
5,1,Return,Vertical
6,1,Cross,Vertical
6,0,Cross,Horizontal
6,0,Cross,Horizontal
6,1,Cross,Vertical
6,1,Cross,Horizontal
6,1,Cross,Vertical
6,0,Cross,Horizontal
6,0,Cross,Vertical
6,0,Cross,Horizontal
6,1,Cross,Vertical
6,1,Cross,Horizontal
6,1,Cross,Vertical
6,1,Cross,Vertical
6,1,Cross,Horizontal
6,1,Cross,Vertical
6,1,Cross,Vertical
6,1,Cross,Horizontal
6,1,Cross,Vertical
6,1,Cross,Vertical
6,1,Cross,Horizontal
6,1,Cross,Vertical
6,1,Cross,Vertical
6,1,Cross,Vertical
6,0,Cross,Vertical
6,1,Cross,Vertical
6,0,Cross,Horizontal
6,0,Cross,Horizontal
6,1,Cross,Vertical
6,1,Cross,Horizontal
6,1,Cross,Vertical
6,1,Cross,Vertical
6,1,Cross,Horizontal
6,1,Cross,Vertical
6,0,Cross,Horizontal
6,1,Cross,Horizontal
6,1,Cross,Horizontal
6,1,Cross,Vertical
6,1,Cross,Vertical
6,1,Cross,Vertical
6,1,Cross,Vertical
6,1,Cross,Vertical
6,1,Cross,Vertical
6,1,Cross,Horizontal
6,1,Cross,Horizontal
6,1,Cross,Horizontal
6,1,Cross,Vertical
6,1,Cross,Vertical
6,1,Cross,Vertical
6,1,Cross,Horizontal
6,1,Cross,Vertical
6,0,Cross,Horizontal
6,0,Cross,Horizontal
6,0,Cross,Horizontal
6,1,Cross,Horizontal
6,1,Cross,Vertical
6,1,Cross,Vertical
6,1,Cross,Horizontal
6,1,Cross,Horizontal
6,1,Cross,Horizontal
6,1,Cross,Horizontal
6,1,Cross,Horizontal
6,1,Cross,Horizontal
6,0,Cross,Horizontal
6,1,Cross,Horizontal
6,1,Return,Horizontal
6,1,Return,Vertical
6,1,Return,Horizontal
6,0,Return,Vertical
6,1,Return,Vertical
6,1,Return,Vertical
6,1,Return,Vertical
6,1,Return,Vertical
6,1,Return,Horizontal
6,1,Return,Horizontal
6,1,Return,Vertical
6,1,Return,Horizontal
6,1,Return,Horizontal
6,1,Return,Horizontal
6,1,Return,Vertical
6,1,Return,Horizontal
6,1,Return,Horizontal
6,0,Return,Vertical
6,1,Return,Vertical
6,1,Return,Vertical
6,1,Return,Horizontal
6,1,Return,Vertical
6,1,Return,Vertical
6,1,Return,Vertical
6,0,Return,Vertical
6,1,Return,Vertical
6,1,Return,Horizontal
6,1,Return,Vertical
6,1,Return,Horizontal
6,1,Return,Vertical
6,1,Return,Horizontal
6,1,Return,Horizontal
6,0,Return,Horizontal
6,1,Return,Horizontal
6,1,Return,Horizontal
6,1,Return,Horizontal
6,1,Return,Horizontal
6,1,Return,Horizontal
6,1,Return,Horizontal
6,0,Return,Vertical
6,1,Return,Vertical
6,1,Return,Vertical
6,1,Return,Vertical
6,1,Return,Horizontal
6,1,Return,Horizontal
6,1,Return,Horizontal
6,0,Return,Vertical
6,1,Return,Vertical
6,1,Return,Vertical
6,1,Return,Vertical
6,1,Return,Horizontal
6,1,Return,Vertical
6,1,Return,Horizontal
6,1,Return,Horizontal
6,1,Return,Vertical
6,1,Return,Vertical
6,1,Return,Horizontal
6,1,Return,Horizontal
6,1,Return,Vertical
6,1,Return,Horizontal
6,1,Return,Vertical
6,1,Return,Vertical
6,1,Return,Horizontal
6,1,Return,Horizontal
7,1,Cross,Vertical
7,1,Cross,Horizontal
7,1,Cross,Vertical
7,1,Cross,Vertical
7,1,Cross,Horizontal
7,1,Cross,Horizontal
7,1,Cross,Vertical
7,0,Cross,Vertical
7,1,Cross,Vertical
7,1,Cross,Vertical
7,0,Cross,Vertical
7,1,Cross,Vertical
7,1,Cross,Vertical
7,1,Cross,Horizontal
7,1,Cross,Horizontal
7,1,Cross,Vertical
7,1,Cross,Vertical
7,1,Cross,Horizontal
7,1,Cross,Vertical
7,1,Cross,Vertical
7,1,Cross,Horizontal
7,1,Cross,Horizontal
7,1,Cross,Horizontal
7,1,Cross,Vertical
7,1,Cross,Horizontal
7,1,Cross,Horizontal
7,1,Cross,Horizontal
7,1,Cross,Vertical
7,1,Cross,Horizontal
7,1,Cross,Horizontal
7,1,Cross,Vertical
7,1,Cross,Horizontal
7,1,Cross,Vertical
7,1,Cross,Vertical
7,1,Cross,Horizontal
7,1,Cross,Vertical
7,1,Cross,Horizontal
7,1,Cross,Vertical
7,1,Cross,Horizontal
7,1,Cross,Horizontal
7,1,Cross,Horizontal
7,1,Cross,Horizontal
7,1,Cross,Horizontal
7,1,Cross,Horizontal
7,1,Cross,Vertical
7,1,Cross,Horizontal
7,1,Cross,Vertical
7,1,Cross,Horizontal
7,1,Cross,Vertical
7,1,Cross,Horizontal
7,1,Cross,Horizontal
7,1,Cross,Horizontal
7,1,Cross,Horizontal
7,1,Cross,Vertical
7,1,Cross,Horizontal
7,1,Cross,Vertical
7,1,Cross,Vertical
7,1,Cross,Horizontal
7,1,Cross,Vertical
7,1,Cross,Vertical
7,1,Cross,Horizontal
7,1,Cross,Vertical
7,1,Cross,Vertical
7,1,Cross,Vertical
7,1,Return,Vertical
7,1,Return,Vertical
7,1,Return,Vertical
7,1,Return,Vertical
7,1,Return,Vertical
7,1,Return,Vertical
7,1,Return,Vertical
7,1,Return,Horizontal
7,1,Return,Vertical
7,1,Return,Horizontal
7,1,Return,Horizontal
7,1,Return,Vertical
7,1,Return,Vertical
7,1,Return,Vertical
7,1,Return,Vertical
7,1,Return,Horizontal
7,1,Return,Horizontal
7,1,Return,Horizontal
7,1,Return,Vertical
7,1,Return,Horizontal
7,1,Return,Vertical
7,1,Return,Vertical
7,1,Return,Vertical
7,1,Return,Horizontal
7,1,Return,Horizontal
7,1,Return,Vertical
7,1,Return,Horizontal
7,1,Return,Horizontal
7,1,Return,Vertical
7,1,Return,Vertical
7,1,Return,Horizontal
7,1,Return,Horizontal
7,1,Return,Horizontal
7,1,Return,Horizontal
7,0,Return,Horizontal
7,1,Return,Horizontal
7,1,Return,Vertical
7,1,Return,Horizontal
7,1,Return,Horizontal
7,1,Return,Horizontal
7,1,Return,Horizontal
7,1,Return,Vertical
7,1,Return,Horizontal
7,1,Return,Horizontal
7,1,Return,Vertical
7,1,Return,Horizontal
7,1,Return,Vertical
7,1,Return,Horizontal
7,1,Return,Horizontal
7,1,Return,Horizontal
7,1,Return,Vertical
7,1,Return,Vertical
7,1,Return,Vertical
7,1,Return,Vertical
7,1,Return,Vertical
7,1,Return,Horizontal
7,1,Return,Vertical
7,1,Return,Horizontal
7,1,Return,Vertical
7,1,Return,Horizontal
7,1,Return,Vertical
7,1,Return,Vertical
7,1,Return,Horizontal
7,1,Return,Horizontal
8,1,Cross,Horizontal
8,1,Cross,Vertical
8,1,Cross,Horizontal
8,0,Cross,Vertical
8,0,Cross,Horizontal
8,1,Cross,Vertical
8,1,Cross,Vertical
8,1,Cross,Vertical
8,1,Cross,Horizontal
8,0,Cross,Horizontal
8,1,Cross,Vertical
8,0,Cross,Horizontal
8,0,Cross,Horizontal
8,1,Cross,Vertical
8,1,Cross,Horizontal
8,1,Cross,Vertical
8,0,Cross,Vertical
8,1,Cross,Horizontal
8,1,Cross,Horizontal
8,1,Cross,Vertical
8,1,Cross,Vertical
8,1,Cross,Vertical
8,1,Cross,Horizontal
8,0,Cross,Horizontal
8,1,Cross,Horizontal
8,1,Cross,Vertical
8,0,Cross,Vertical
8,1,Cross,Vertical
8,1,Cross,Horizontal
8,1,Cross,Vertical
8,1,Cross,Vertical
8,1,Cross,Horizontal
8,1,Cross,Horizontal
8,1,Cross,Vertical
8,1,Cross,Vertical
8,0,Cross,Horizontal
8,1,Cross,Horizontal
8,1,Cross,Vertical
8,1,Cross,Horizontal
8,1,Cross,Horizontal
8,1,Cross,Vertical
8,1,Cross,Vertical
8,1,Cross,Horizontal
8,1,Cross,Vertical
8,1,Cross,Vertical
8,1,Cross,Horizontal
8,1,Cross,Vertical
8,1,Cross,Horizontal
8,1,Cross,Horizontal
8,1,Cross,Vertical
8,1,Cross,Horizontal
8,1,Cross,Horizontal
8,1,Cross,Horizontal
8,1,Cross,Vertical
8,0,Cross,Horizontal
8,1,Cross,Horizontal
8,1,Cross,Vertical
8,1,Cross,Horizontal
8,1,Cross,Vertical
8,1,Cross,Horizontal
8,0,Cross,Horizontal
8,1,Cross,Vertical
8,1,Cross,Vertical
8,0,Cross,Vertical
8,1,Return,Vertical
8,0,Return,Vertical
8,1,Return,Horizontal
8,1,Return,Vertical
8,1,Return,Horizontal
8,1,Return,Vertical
8,1,Return,Vertical
8,1,Return,Horizontal
8,1,Return,Vertical
8,1,Return,Horizontal
8,1,Return,Horizontal
8,1,Return,Vertical
8,1,Return,Horizontal
8,1,Return,Horizontal
8,0,Return,Vertical
8,1,Return,Horizontal
8,1,Return,Vertical
8,1,Return,Vertical
8,1,Return,Vertical
8,1,Return,Horizontal
8,1,Return,Horizontal
8,1,Return,Vertical
8,1,Return,Horizontal
8,1,Return,Vertical
8,1,Return,Horizontal
8,1,Return,Horizontal
8,1,Return,Horizontal
8,1,Return,Horizontal
8,0,Return,Horizontal
8,1,Return,Vertical
8,1,Return,Vertical
8,1,Return,Vertical
8,1,Return,Vertical
8,1,Return,Horizontal
8,1,Return,Vertical
8,1,Return,Horizontal
8,1,Return,Vertical
8,1,Return,Horizontal
8,1,Return,Vertical
8,1,Return,Horizontal
8,1,Return,Horizontal
8,1,Return,Horizontal
8,1,Return,Vertical
8,0,Return,Horizontal
8,1,Return,Horizontal
8,1,Return,Horizontal
8,1,Return,Vertical
8,1,Return,Horizontal
8,0,Return,Horizontal
8,0,Return,Horizontal
8,1,Return,Vertical
8,1,Return,Vertical
8,1,Return,Horizontal
8,1,Return,Vertical
8,1,Return,Vertical
8,1,Return,Vertical
8,1,Return,Vertical
8,1,Return,Vertical
8,1,Return,Vertical
8,1,Return,Vertical
8,0,Return,Horizontal
8,0,Return,Horizontal
8,1,Return,Vertical
8,0,Return,Horizontal
9,1,Cross,Vertical
9,1,Cross,Horizontal
9,1,Cross,Vertical
9,0,Cross,Horizontal
9,1,Cross,Vertical
9,1,Cross,Vertical
9,1,Cross,Horizontal
9,1,Cross,Vertical
9,1,Cross,Vertical
9,0,Cross,Vertical
9,1,Cross,Vertical
9,1,Cross,Vertical
9,1,Cross,Horizontal
9,1,Cross,Vertical
9,0,Cross,Horizontal
9,1,Cross,Horizontal
9,1,Cross,Horizontal
9,1,Cross,Vertical
9,1,Cross,Vertical
9,1,Cross,Vertical
9,1,Cross,Vertical
9,1,Cross,Vertical
9,1,Cross,Vertical
9,1,Cross,Horizontal
9,1,Cross,Horizontal
9,0,Cross,Horizontal
9,0,Cross,Horizontal
9,1,Cross,Horizontal
9,1,Cross,Horizontal
9,1,Cross,Horizontal
9,1,Cross,Vertical
9,1,Cross,Vertical
9,1,Cross,Horizontal
9,1,Cross,Horizontal
9,1,Cross,Vertical
9,1,Cross,Horizontal
9,0,Cross,Vertical
9,0,Cross,Horizontal
9,0,Cross,Vertical
9,1,Cross,Horizontal
9,1,Cross,Vertical
9,0,Cross,Horizontal
9,1,Cross,Horizontal
9,1,Cross,Vertical
9,0,Cross,Vertical
9,1,Cross,Horizontal
9,1,Cross,Horizontal
9,1,Cross,Vertical
9,1,Cross,Vertical
