Subject,Accuracy,Motion Direction,Movement Type
16,1,Vertical,Cross
16,0,Horizontal,Cross
16,0,Horizontal,Cross
16,1,Horizontal,Cross
17,1,Vertical,Cross
17,1,Vertical,Cross
17,0,Horizontal,Cross
17,1,Vertical,Cross
17,1,Horizontal,Cross
17,0,Vertical,Cross
17,1,Horizontal,Cross
17,1,Horizontal,Cross
17,1,Horizontal,Cross
17,1,Horizontal,Cross
17,1,Horizontal,Cross
17,0,Vertical,Cross
17,1,Horizontal,Cross
17,1,Vertical,Cross
17,0,Vertical,Cross
17,0,Vertical,Cross
17,1,Horizontal,Cross
17,1,Vertical,Cross
17,1,Horizontal,Cross
17,1,Vertical,Cross
17,0,Horizontal,Cross
17,1,Vertical,Cross
17,1,Horizontal,Cross
17,1,Horizontal,Cross
17,1,Vertical,Cross
17,0,Vertical,Cross
17,1,Vertical,Cross
17,1,Vertical,Cross
17,1,Horizontal,Cross
17,1,Vertical,Cross
17,1,Horizontal,Cross
17,1,Vertical,Cross
17,1,Horizontal,Cross
17,1,Horizontal,Cross
17,1,Horizontal,Cross
17,0,Horizontal,Cross
17,1,Vertical,Cross
17,0,Vertical,Cross
17,1,Horizontal,Cross
17,0,Horizontal,Cross
17,1,Vertical,Cross
17,0,Horizontal,Cross
17,1,Horizontal,Cross
17,1,Vertical,Cross
17,1,Horizontal,Cross
17,0,Vertical,Cross
17,1,Horizontal,Cross
17,0,Vertical,Cross
17,1,Vertical,Cross
17,1,Vertical,Cross
17,1,Vertical,Cross
17,0,Vertical,Cross
17,0,Horizontal,Cross
17,1,Vertical,Cross
17,1,Horizontal,Cross
17,1,Vertical,Cross
17,1,Vertical,Cross
17,1,Horizontal,Cross
17,1,Vertical,Cross
17,1,Horizontal,Cross
17,1,Vertical,Cross
17,1,Horizontal,Cross
17,1,Horizontal,Cross
17,1,Horizontal,Cross
18,1,Vertical,Cross
18,1,Horizontal,Cross
18,1,Vertical,Cross
18,1,Vertical,Cross
18,0,Vertical,Cross
18,1,Horizontal,Cross
18,1,Vertical,Cross
18,0,Horizontal,Cross
18,1,Horizontal,Cross
18,0,Horizontal,Cross
18,1,Vertical,Cross
18,1,Vertical,Cross
18,1,Vertical,Cross
18,1,Horizontal,Cross
18,1,Horizontal,Cross
18,1,Vertical,Cross
18,1,Horizontal,Cross
18,1,Vertical,Cross
18,1,Vertical,Cross
18,0,Horizontal,Cross
18,1,Vertical,Cross
18,1,Horizontal,Cross
18,1,Vertical,Cross
18,1,Vertical,Cross
18,1,Horizontal,Cross
18,1,Horizontal,Cross
18,0,Horizontal,Cross
18,1,Horizontal,Cross
18,1,Horizontal,Cross
18,1,Vertical,Cross
18,1,Vertical,Cross
18,0,Horizontal,Cross
18,0,Horizontal,Cross
18,1,Vertical,Cross
18,1,Vertical,Cross
18,1,Horizontal,Cross
18,1,Vertical,Cross
18,1,Vertical,Cross
18,1,Horizontal,Cross
18,1,Vertical,Cross
18,1,Horizontal,Cross
18,1,Vertical,Cross
18,0,Horizontal,Cross
18,1,Vertical,Cross
18,0,Vertical,Cross
18,1,Horizontal,Cross
18,1,Vertical,Cross
18,1,Horizontal,Cross
18,1,Vertical,Cross
18,1,Vertical,Cross
18,1,Horizontal,Cross
18,0,Horizontal,Cross
18,1,Vertical,Cross
18,1,Horizontal,Cross
18,1,Horizontal,Cross
18,1,Horizontal,Cross
18,1,Horizontal,Cross
18,1,Vertical,Cross
18,1,Vertical,Cross
18,1,Horizontal,Cross
18,1,Vertical,Cross
18,1,Horizontal,Cross
18,1,Horizontal,Cross
18,1,Vertical,Cross
19,1,Vertical,Cross
19,1,Horizontal,Cross
19,1,Vertical,Cross
19,1,Vertical,Cross
19,0,Horizontal,Cross
19,1,Vertical,Cross
19,1,Vertical,Cross
19,1,Vertical,Cross
19,1,Horizontal,Cross
19,1,Horizontal,Cross
19,1,Vertical,Cross
19,1,Vertical,Cross
19,1,Vertical,Cross
19,1,Horizontal,Cross
19,1,Horizontal,Cross
19,1,Vertical,Cross
19,1,Horizontal,Cross
19,1,Vertical,Cross
19,1,Vertical,Cross
19,1,Horizontal,Cross
19,1,Horizontal,Cross
19,1,Horizontal,Cross
19,1,Vertical,Cross
19,1,Horizontal,Cross
19,1,Vertical,Cross
19,1,Vertical,Cross
19,1,Horizontal,Cross
19,1,Horizontal,Cross
19,1,Vertical,Cross
19,1,Vertical,Cross
19,1,Vertical,Cross
19,1,Horizontal,Cross
19,1,Vertical,Cross
19,1,Horizontal,Cross
19,1,Horizontal,Cross
19,1,Vertical,Cross
19,1,Horizontal,Cross
19,1,Vertical,Cross
19,1,Vertical,Cross
19,1,Horizontal,Cross
19,1,Vertical,Cross
19,1,Horizontal,Cross
19,1,Horizontal,Cross
19,1,Vertical,Cross
19,1,Vertical,Cross
19,1,Horizontal,Cross
19,1,Horizontal,Cross
19,1,Vertical,Cross
19,1,Vertical,Cross
19,0,Horizontal,Cross
19,1,Horizontal,Cross
19,1,Horizontal,Cross
19,1,Vertical,Cross
19,1,Horizontal,Cross
19,1,Vertical,Cross
19,1,Vertical,Cross
19,1,Horizontal,Cross
19,1,Vertical,Cross
19,1,Horizontal,Cross
19,1,Horizontal,Cross
19,1,Horizontal,Cross
19,1,Horizontal,Cross
19,1,Vertical,Cross
19,1,Horizontal,Cross
20,0,Vertical,Cross
20,0,Horizontal,Cross
20,1,Vertical,Cross
20,0,Vertical,Cross
20,1,Horizontal,Cross
20,1,Vertical,Cross
20,1,Vertical,Cross
20,1,Horizontal,Cross
20,1,Horizontal,Cross
20,1,Vertical,Cross
20,1,Horizontal,Cross
20,1,Horizontal,Cross
20,1,Vertical,Cross
20,1,Horizontal,Cross
20,1,Vertical,Cross
20,1,Horizontal,Cross
20,1,Vertical,Cross
20,0,Horizontal,Cross
20,1,Vertical,Cross
20,1,Horizontal,Cross
20,1,Horizontal,Cross
20,0,Vertical,Cross
20,0,Horizontal,Cross
20,1,Horizontal,Cross
20,1,Horizontal,Cross
20,1,Horizontal,Cross
20,1,Vertical,Cross
20,1,Vertical,Cross
20,1,Vertical,Cross
20,1,Vertical,Cross
20,0,Vertical,Cross
20,1,Horizontal,Cross
20,1,Horizontal,Cross
20,0,Vertical,Cross
20,1,Vertical,Cross
20,1,Horizontal,Cross
20,1,Vertical,Cross
20,0,Horizontal,Cross
20,0,Horizontal,Cross
20,0,Horizontal,Cross
20,1,Vertical,Cross
20,1,Vertical,Cross
20,1,Horizontal,Cross
20,1,Vertical,Cross
20,0,Vertical,Cross
20,1,Vertical,Cross
20,0,Horizontal,Cross
20,0,Horizontal,Cross
20,1,Horizontal,Cross
20,0,Horizontal,Cross
20,0,Vertical,Cross
20,0,Horizontal,Cross
20,0,Vertical,Cross
20,1,Horizontal,Cross
20,0,Horizontal,Cross
20,0,Horizontal,Cross
20,1,Vertical,Cross
20,0,Vertical,Cross
20,0,Vertical,Cross
20,0,Horizontal,Cross
20,0,Vertical,Cross
20,1,Vertical,Cross
20,0,Horizontal,Cross
20,0,Vertical,Cross
21,1,Vertical,Cross
21,1,Horizontal,Cross
21,1,Vertical,Cross
21,1,Vertical,Cross
21,0,Vertical,Cross
21,1,Horizontal,Cross
21,1,Vertical,Cross
21,1,Vertical,Cross
21,1,Horizontal,Cross
21,1,Horizontal,Cross
21,1,Vertical,Cross
21,1,Horizontal,Cross
21,1,Horizontal,Cross
21,1,Horizontal,Cross
21,0,Vertical,Cross
21,0,Horizontal,Cross
21,1,Horizontal,Cross
21,1,Vertical,Cross
21,1,Horizontal,Cross
21,1,Vertical,Cross
21,1,Vertical,Cross
21,0,Vertical,Cross
21,1,Vertical,Cross
21,1,Horizontal,Cross
21,1,Horizontal,Cross
21,1,Horizontal,Cross
21,1,Horizontal,Cross
21,1,Vertical,Cross
21,1,Horizontal,Cross
21,1,Horizontal,Cross
21,1,Horizontal,Cross
21,0,Vertical,Cross
21,1,Horizontal,Cross
21,1,Horizontal,Cross
21,1,Horizontal,Cross
21,1,Horizontal,Cross
21,1,Vertical,Cross
21,1,Vertical,Cross
21,1,Vertical,Cross
21,1,Horizontal,Cross
21,1,Vertical,Cross
21,1,Horizontal,Cross
21,1,Vertical,Cross
21,1,Vertical,Cross
21,1,Vertical,Cross
21,1,Horizontal,Cross
21,1,Horizontal,Cross
21,1,Vertical,Cross
21,1,Horizontal,Cross
21,1,Horizontal,Cross
21,1,Vertical,Cross
21,1,Horizontal,Cross
21,0,Horizontal,Cross
21,1,Vertical,Cross
21,1,Vertical,Cross
21,1,Vertical,Cross
21,1,Horizontal,Cross
21,1,Vertical,Cross
21,1,Horizontal,Cross
21,1,Vertical,Cross
21,1,Vertical,Cross
21,1,Horizontal,Cross
21,1,Vertical,Cross
21,1,Vertical,Cross
22,1,Vertical,Cross
22,0,Horizontal,Cross
22,1,Vertical,Cross
22,1,Vertical,Cross
22,1,Vertical,Cross
22,1,Horizontal,Cross
22,1,Vertical,Cross
22,1,Horizontal,Cross
22,1,Horizontal,Cross
22,1,Horizontal,Cross
22,1,Vertical,Cross
22,1,Horizontal,Cross
22,1,Vertical,Cross
22,1,Horizontal,Cross
22,1,Horizontal,Cross
22,0,Horizontal,Cross
22,1,Horizontal,Cross
22,1,Vertical,Cross
22,1,Horizontal,Cross
22,1,Vertical,Cross
22,0,Vertical,Cross
22,1,Vertical,Cross
22,1,Vertical,Cross
22,1,Vertical,Cross
22,1,Horizontal,Cross
22,0,Vertical,Cross
22,0,Horizontal,Cross
22,1,Vertical,Cross
22,1,Horizontal,Cross
22,0,Horizontal,Cross
22,1,Horizontal,Cross
22,1,Horizontal,Cross
22,1,Horizontal,Cross
22,1,Horizontal,Cross
22,1,Vertical,Cross
22,1,Vertical,Cross
22,1,Vertical,Cross
22,1,Horizontal,Cross
22,1,Vertical,Cross
22,1,Vertical,Cross
22,1,Horizontal,Cross
22,0,Vertical,Cross
22,1,Horizontal,Cross
22,0,Vertical,Cross
22,0,Vertical,Cross
22,1,Vertical,Cross
22,1,Vertical,Cross
22,1,Vertical,Cross
22,0,Horizontal,Cross
22,1,Horizontal,Cross
22,1,Vertical,Cross
22,1,Horizontal,Cross
22,1,Horizontal,Cross
22,1,Horizontal,Cross
22,1,Horizontal,Cross
22,1,Horizontal,Cross
22,1,Vertical,Cross
22,1,Vertical,Cross
22,1,Horizontal,Cross
22,1,Vertical,Cross
22,1,Vertical,Cross
22,1,Horizontal,Cross
22,1,Vertical,Cross
22,1,Horizontal,Cross
23,0,Vertical,Cross
23,1,Vertical,Cross
23,1,Vertical,Cross
23,1,Horizontal,Cross
23,1,Horizontal,Cross
23,1,Vertical,Cross
23,1,Vertical,Cross
23,1,Vertical,Cross
23,1,Horizontal,Cross
23,1,Horizontal,Cross
23,1,Vertical,Cross
23,1,Vertical,Cross
23,1,Vertical,Cross
23,1,Vertical,Cross
23,0,Vertical,Cross
23,1,Vertical,Cross
23,1,Horizontal,Cross
23,1,Horizontal,Cross
23,1,Vertical,Cross
23,1,Vertical,Cross
23,1,Horizontal,Cross
23,0,Horizontal,Cross
23,1,Horizontal,Cross
23,1,Horizontal,Cross
23,0,Vertical,Cross
23,1,Vertical,Cross
23,1,Horizontal,Cross
23,1,Vertical,Cross
23,1,Horizontal,Cross
23,1,Horizontal,Cross
23,1,Horizontal,Cross
23,1,Vertical,Cross
23,1,Vertical,Cross
23,1,Horizontal,Cross
23,1,Horizontal,Cross
23,1,Vertical,Cross
23,1,Horizontal,Cross
23,1,Vertical,Cross
23,1,Vertical,Cross
23,1,Vertical,Cross
23,1,Horizontal,Cross
23,1,Vertical,Cross
23,1,Vertical,Cross
23,1,Horizontal,Cross
23,1,Vertical,Cross
23,1,Horizontal,Cross
23,1,Horizontal,Cross
23,0,Horizontal,Cross
23,1,Vertical,Cross
23,0,Horizontal,Cross
23,1,Horizontal,Cross
23,1,Horizontal,Cross
23,1,Horizontal,Cross
23,1,Vertical,Cross
23,1,Horizontal,Cross
23,1,Horizontal,Cross
23,1,Horizontal,Cross
23,1,Vertical,Cross
23,1,Horizontal,Cross
23,1,Horizontal,Cross
23,1,Vertical,Cross
23,1,Vertical,Cross
23,1,Vertical,Cross
23,0,Horizontal,Cross
24,1,Vertical,Cross
24,1,Vertical,Cross
24,1,Horizontal,Cross
24,1,Horizontal,Cross
24,0,Vertical,Cross
24,1,Horizontal,Cross
24,1,Vertical,Cross
24,1,Horizontal,Cross
24,1,Vertical,Cross
24,1,Vertical,Cross
24,1,Vertical,Cross
24,1,Vertical,Cross
24,1,Horizontal,Cross
24,1,Vertical,Cross
24,1,Horizontal,Cross
24,0,Horizontal,Cross
24,1,Vertical,Cross
24,1,Horizontal,Cross
24,1,Horizontal,Cross
24,1,Vertical,Cross
24,1,Horizontal,Cross
24,1,Vertical,Cross
24,1,Horizontal,Cross
24,1,Vertical,Cross
24,1,Vertical,Cross
24,0,Vertical,Cross
24,1,Horizontal,Cross
24,1,Vertical,Cross
24,1,Vertical,Cross
24,0,Horizontal,Cross
24,1,Vertical,Cross
24,1,Horizontal,Cross
24,0,Horizontal,Cross
24,1,Horizontal,Cross
24,1,Horizontal,Cross
24,1,Vertical,Cross
24,1,Vertical,Cross
24,0,Horizontal,Cross
24,1,Horizontal,Cross
24,1,Horizontal,Cross
24,1,Horizontal,Cross
24,1,Vertical,Cross
24,0,Vertical,Cross
24,1,Vertical,Cross
24,1,Horizontal,Cross
24,1,Vertical,Cross
24,1,Vertical,Cross
24,1,Horizontal,Cross
24,1,Horizontal,Cross
24,1,Horizontal,Cross
24,0,Vertical,Cross
24,1,Horizontal,Cross
24,1,Vertical,Cross
24,1,Horizontal,Cross
24,1,Vertical,Cross
24,1,Vertical,Cross
24,1,Horizontal,Cross
24,1,Horizontal,Cross
24,0,Horizontal,Cross
24,1,Vertical,Cross
24,1,Vertical,Cross
24,1,Horizontal,Cross
24,1,Vertical,Cross
24,1,Horizontal,Cross
25,1,Horizontal,Cross
25,1,Vertical,Cross
25,1,Vertical,Cross
25,1,Horizontal,Cross
25,1,Vertical,Cross
25,1,Vertical,Cross
25,1,Horizontal,Cross
25,1,Horizontal,Cross
25,1,Vertical,Cross
25,1,Vertical,Cross
25,1,Horizontal,Cross
25,1,Vertical,Cross
25,1,Vertical,Cross
25,1,Vertical,Cross
25,1,Horizontal,Cross
25,1,Horizontal,Cross
25,1,Horizontal,Cross
25,1,Horizontal,Cross
25,1,Vertical,Cross
25,1,Vertical,Cross
25,1,Vertical,Cross
25,1,Vertical,Cross
25,1,Horizontal,Cross
25,1,Horizontal,Cross
25,1,Horizontal,Cross
25,1,Vertical,Cross
25,1,Horizontal,Cross
25,1,Vertical,Cross
25,1,Vertical,Cross
25,1,Vertical,Cross
25,0,Horizontal,Cross
25,1,Horizontal,Cross
25,1,Vertical,Cross
25,0,Vertical,Cross
25,1,Vertical,Cross
25,1,Horizontal,Cross
25,1,Vertical,Cross
25,1,Horizontal,Cross
25,1,Horizontal,Cross
25,0,Horizontal,Cross
25,1,Vertical,Cross
25,1,Vertical,Cross
25,1,Horizontal,Cross
25,1,Vertical,Cross
25,1,Vertical,Cross
25,1,Horizontal,Cross
25,1,Horizontal,Cross
25,1,Vertical,Cross
25,1,Horizontal,Cross
25,1,Horizontal,Cross
25,1,Horizontal,Cross
25,1,Vertical,Cross
25,1,Vertical,Cross
25,1,Vertical,Cross
25,1,Vertical,Cross
25,1,Vertical,Cross
25,1,Horizontal,Cross
25,0,Horizontal,Cross
25,1,Horizontal,Cross
25,1,Horizontal,Cross
25,1,Horizontal,Cross
25,1,Vertical,Cross
25,0,Horizontal,Cross
25,1,Horizontal,Cross
26,1,Vertical,Cross
26,1,Vertical,Cross
26,0,Horizontal,Cross
26,1,Horizontal,Cross
26,1,Horizontal,Cross
26,1,Vertical,Cross
26,1,Horizontal,Cross
26,0,Horizontal,Cross
26,1,Vertical,Cross
26,1,Vertical,Cross
26,1,Horizontal,Cross
26,1,Vertical,Cross
26,1,Horizontal,Cross
26,1,Vertical,Cross
26,1,Horizontal,Cross
26,1,Horizontal,Cross
26,1,Vertical,Cross
26,0,Horizontal,Cross
26,1,Horizontal,Cross
26,1,Vertical,Cross
26,1,Horizontal,Cross
26,1,Vertical,Cross
26,1,Vertical,Cross
26,1,Horizontal,Cross
26,1,Horizontal,Cross
26,1,Horizontal,Cross
26,1,Vertical,Cross
26,1,Horizontal,Cross
26,1,Horizontal,Cross
26,1,Horizontal,Cross
26,1,Horizontal,Cross
26,1,Vertical,Cross
26,1,Vertical,Cross
26,1,Vertical,Cross
26,1,Vertical,Cross
26,1,Vertical,Cross
26,1,Vertical,Cross
26,0,Vertical,Cross
26,1,Vertical,Cross
26,0,Horizontal,Cross
26,1,Vertical,Cross
26,1,Horizontal,Cross
26,1,Vertical,Cross
26,1,Vertical,Cross
26,1,Vertical,Cross
26,0,Vertical,Cross
26,1,Horizontal,Cross
26,1,Horizontal,Cross
26,1,Horizontal,Cross
26,1,Vertical,Cross
26,1,Horizontal,Cross
26,1,Horizontal,Cross
26,1,Vertical,Cross
26,1,Vertical,Cross
26,1,Horizontal,Cross
26,1,Horizontal,Cross
26,1,Vertical,Cross
26,1,Vertical,Cross
26,1,Vertical,Cross
26,1,Horizontal,Cross
26,1,Horizontal,Cross
26,1,Horizontal,Cross
26,1,Vertical,Cross
26,1,Horizontal,Cross
27,1,Horizontal,Cross
27,1,Vertical,Cross
27,1,Horizontal,Cross
27,0,Horizontal,Cross
27,1,Horizontal,Cross
27,1,Horizontal,Cross
27,1,Vertical,Cross
27,0,Horizontal,Cross
27,1,Horizontal,Cross
27,0,Vertical,Cross
27,1,Vertical,Cross
27,0,Vertical,Cross
27,1,Vertical,Cross
27,1,Vertical,Cross
27,1,Vertical,Cross
27,1,Horizontal,Cross
27,1,Vertical,Cross
27,0,Horizontal,Cross
27,0,Horizontal,Cross
27,0,Horizontal,Cross
27,0,Horizontal,Cross
27,0,Vertical,Cross
27,1,Vertical,Cross
27,1,Vertical,Cross
27,1,Horizontal,Cross
27,0,Vertical,Cross
27,1,Horizontal,Cross
27,0,Vertical,Cross
27,1,Horizontal,Cross
27,1,Horizontal,Cross
27,0,Vertical,Cross
27,1,Horizontal,Cross
27,0,Vertical,Cross
27,0,Horizontal,Cross
27,1,Horizontal,Cross
27,1,Horizontal,Cross
27,0,Horizontal,Cross
27,1,Horizontal,Cross
27,0,Vertical,Cross
27,0,Horizontal,Cross
27,0,Horizontal,Cross
27,0,Vertical,Cross
27,1,Vertical,Cross
27,1,Horizontal,Cross
27,1,Vertical,Cross
27,1,Vertical,Cross
27,0,Vertical,Cross
27,1,Horizontal,Cross
27,0,Vertical,Cross
27,0,Horizontal,Cross
27,1,Vertical,Cross
27,0,Vertical,Cross
27,0,Horizontal,Cross
27,1,Horizontal,Cross
27,0,Vertical,Cross
27,0,Vertical,Cross
27,1,Horizontal,Cross
27,0,Vertical,Cross
27,1,Horizontal,Cross
27,1,Vertical,Cross
27,0,Horizontal,Cross
27,1,Vertical,Cross
27,1,Vertical,Cross
27,0,Vertical,Cross
28,0,Vertical,Cross
28,0,Horizontal,Cross
28,1,Horizontal,Cross
28,1,Horizontal,Cross
28,1,Horizontal,Cross
28,1,Horizontal,Cross
28,0,Vertical,Cross
28,1,Horizontal,Cross
28,1,Vertical,Cross
28,1,Vertical,Cross
28,1,Vertical,Cross
28,0,Horizontal,Cross
28,0,Vertical,Cross
28,0,Horizontal,Cross
28,0,Horizontal,Cross
28,1,Vertical,Cross
28,1,Vertical,Cross
28,1,Vertical,Cross
28,1,Vertical,Cross
28,1,Horizontal,Cross
28,1,Horizontal,Cross
28,1,Vertical,Cross
28,0,Horizontal,Cross
28,1,Vertical,Cross
28,0,Vertical,Cross
28,0,Vertical,Cross
28,1,Horizontal,Cross
28,1,Vertical,Cross
28,0,Vertical,Cross
28,1,Vertical,Cross
28,1,Vertical,Cross
28,0,Vertical,Cross
28,1,Horizontal,Cross
28,1,Vertical,Cross
28,0,Horizontal,Cross
28,0,Horizontal,Cross
28,1,Vertical,Cross
28,1,Horizontal,Cross
28,0,Horizontal,Cross
28,0,Vertical,Cross
28,1,Vertical,Cross
28,1,Horizontal,Cross
28,1,Vertical,Cross
28,0,Horizontal,Cross
28,0,Horizontal,Cross
28,1,Horizontal,Cross
28,0,Vertical,Cross
28,1,Vertical,Cross
28,0,Vertical,Cross
28,0,Horizontal,Cross
28,1,Vertical,Cross
28,0,Horizontal,Cross
28,0,Vertical,Cross
28,1,Horizontal,Cross
28,1,Vertical,Cross
28,0,Horizontal,Cross
28,1,Horizontal,Cross
28,1,Horizontal,Cross
28,1,Horizontal,Cross
28,1,Horizontal,Cross
28,0,Horizontal,Cross
28,1,Horizontal,Cross
28,1,Vertical,Cross
28,1,Vertical,Cross
29,0,Horizontal,Cross
29,1,Horizontal,Cross
29,1,Horizontal,Cross
29,1,Vertical,Cross
29,1,Vertical,Cross
29,1,Vertical,Cross
29,1,Horizontal,Cross
29,1,Horizontal,Cross
29,1,Vertical,Cross
29,0,Vertical,Cross
29,1,Horizontal,Cross
29,1,Vertical,Cross
29,1,Horizontal,Cross
29,1,Horizontal,Cross
29,1,Vertical,Cross
29,1,Vertical,Cross
29,1,Vertical,Cross
29,1,Vertical,Cross
29,1,Horizontal,Cross
29,1,Vertical,Cross
29,1,Horizontal,Cross
29,1,Horizontal,Cross
29,1,Vertical,Cross
29,1,Vertical,Cross
29,1,Vertical,Cross
29,1,Vertical,Cross
29,1,Horizontal,Cross
29,1,Horizontal,Cross
29,1,Vertical,Cross
29,1,Horizontal,Cross
29,1,Horizontal,Cross
29,1,Vertical,Cross
29,1,Vertical,Cross
29,1,Horizontal,Cross
29,1,Horizontal,Cross
29,1,Horizontal,Cross
29,1,Vertical,Cross
29,1,Vertical,Cross
29,1,Horizontal,Cross
29,1,Horizontal,Cross
29,1,Horizontal,Cross
29,1,Horizontal,Cross
29,1,Vertical,Cross
29,1,Horizontal,Cross
29,1,Vertical,Cross
29,1,Vertical,Cross
29,1,Horizontal,Cross
29,1,Vertical,Cross
29,1,Horizontal,Cross
29,1,Horizontal,Cross
29,1,Vertical,Cross
29,1,Vertical,Cross
29,1,Vertical,Cross
29,1,Vertical,Cross
29,1,Horizontal,Cross
29,1,Vertical,Cross
29,1,Horizontal,Cross
29,1,Horizontal,Cross
29,1,Horizontal,Cross
29,0,Horizontal,Cross
29,1,Vertical,Cross
29,1,Horizontal,Cross
29,1,Vertical,Cross
29,1,Vertical,Cross
30,0,Vertical,Cross
30,0,Horizontal,Cross
30,1,Vertical,Cross
30,1,Horizontal,Cross
30,1,Horizontal,Cross
30,1,Horizontal,Cross
30,1,Vertical,Cross
30,1,Vertical,Cross
30,1,Horizontal,Cross
30,1,Vertical,Cross
30,1,Vertical,Cross
30,1,Vertical,Cross
30,1,Horizontal,Cross
30,1,Vertical,Cross
30,1,Horizontal,Cross
30,1,Vertical,Cross
30,1,Vertical,Cross
30,1,Horizontal,Cross
30,1,Vertical,Cross
30,1,Horizontal,Cross
30,1,Vertical,Cross
30,1,Horizontal,Cross
30,0,Vertical,Cross
30,0,Vertical,Cross
30,1,Horizontal,Cross
30,1,Vertical,Cross
30,1,Vertical,Cross
30,1,Vertical,Cross
30,1,Vertical,Cross
30,1,Vertical,Cross
30,1,Vertical,Cross
30,1,Horizontal,Cross
30,0,Horizontal,Cross
30,1,Vertical,Cross
30,1,Horizontal,Cross
30,1,Horizontal,Cross
30,1,Horizontal,Cross
30,1,Horizontal,Cross
30,1,Vertical,Cross
30,1,Vertical,Cross
30,1,Vertical,Cross
30,1,Horizontal,Cross
30,1,Vertical,Cross
30,1,Vertical,Cross
30,1,Horizontal,Cross
30,1,Horizontal,Cross
30,1,Vertical,Cross
30,0,Horizontal,Cross
30,1,Horizontal,Cross
30,1,Horizontal,Cross
30,1,Horizontal,Cross
30,0,Horizontal,Cross
30,1,Horizontal,Cross
30,1,Vertical,Cross
30,1,Horizontal,Cross
30,1,Horizontal,Cross
30,1,Horizontal,Cross
30,1,Vertical,Cross
30,1,Horizontal,Cross
30,1,Horizontal,Cross
30,1,Vertical,Cross
30,1,Vertical,Cross
30,1,Vertical,Cross
30,1,Horizontal,Cross
31,1,Horizontal,Cross
31,1,Vertical,Cross
31,0,Vertical,Cross
31,1,Vertical,Cross
31,1,Horizontal,Cross
31,0,Horizontal,Cross
31,1,Horizontal,Cross
31,1,Vertical,Cross
31,1,Horizontal,Cross
31,0,Horizontal,Cross
31,1,Vertical,Cross
31,1,Horizontal,Cross
31,1,Horizontal,Cross
31,1,Horizontal,Cross
31,1,Vertical,Cross
31,1,Vertical,Cross
31,1,Horizontal,Cross
31,1,Vertical,Cross
31,1,Horizontal,Cross
31,1,Vertical,Cross
31,1,Horizontal,Cross
31,1,Vertical,Cross
31,1,Vertical,Cross
31,1,Horizontal,Cross
31,1,Vertical,Cross
31,1,Horizontal,Cross
31,1,Vertical,Cross
31,1,Vertical,Cross
31,1,Vertical,Cross
31,1,Vertical,Cross
31,1,Horizontal,Cross
31,1,Vertical,Cross
31,1,Vertical,Cross
31,1,Vertical,Cross
31,1,Horizontal,Cross
31,1,Horizontal,Cross
31,1,Horizontal,Cross
31,1,Horizontal,Cross
31,1,Vertical,Cross
31,1,Vertical,Cross
31,1,Horizontal,Cross
31,0,Vertical,Cross
31,0,Horizontal,Cross
31,1,Horizontal,Cross
31,0,Vertical,Cross
31,1,Horizontal,Cross
31,1,Vertical,Cross
31,0,Horizontal,Cross
31,1,Vertical,Cross
31,1,Horizontal,Cross
31,1,Horizontal,Cross
31,1,Vertical,Cross
31,1,Horizontal,Cross
31,1,Horizontal,Cross
31,1,Horizontal,Cross
31,1,Vertical,Cross
31,1,Horizontal,Cross
31,1,Vertical,Cross
31,1,Vertical,Cross
31,1,Horizontal,Cross
31,0,Vertical,Cross
31,1,Vertical,Cross
31,1,Horizontal,Cross
31,1,Vertical,Cross
32,1,Horizontal,Cross
32,1,Vertical,Cross
32,1,Horizontal,Cross
32,1,Vertical,Cross
32,1,Vertical,Cross
32,1,Vertical,Cross
32,1,Vertical,Cross
32,1,Horizontal,Cross
32,1,Horizontal,Cross
32,1,Vertical,Cross
32,0,Vertical,Cross
32,1,Vertical,Cross
32,1,Vertical,Cross
32,1,Vertical,Cross
32,1,Horizontal,Cross
32,1,Vertical,Cross
32,1,Vertical,Cross
32,1,Vertical,Cross
32,1,Vertical,Cross
32,1,Horizontal,Cross
32,1,Horizontal,Cross
32,1,Vertical,Cross
32,1,Vertical,Cross
32,0,Horizontal,Cross
32,1,Horizontal,Cross
32,1,Vertical,Cross
32,1,Horizontal,Cross
32,1,Horizontal,Cross
32,1,Horizontal,Cross
32,1,Horizontal,Cross
32,1,Vertical,Cross
32,1,Vertical,Cross
32,1,Vertical,Cross
32,1,Vertical,Cross
32,1,Horizontal,Cross
32,1,Vertical,Cross
32,1,Horizontal,Cross
32,1,Horizontal,Cross
32,1,Horizontal,Cross
32,1,Vertical,Cross
32,1,Vertical,Cross
32,1,Vertical,Cross
32,1,Horizontal,Cross
32,1,Horizontal,Cross
32,1,Vertical,Cross
32,1,Horizontal,Cross
32,1,Horizontal,Cross
32,1,Vertical,Cross
32,1,Horizontal,Cross
32,1,Vertical,Cross
32,1,Horizontal,Cross
32,1,Horizontal,Cross
32,1,Horizontal,Cross
32,1,Horizontal,Cross
32,1,Horizontal,Cross
32,1,Vertical,Cross
32,1,Horizontal,Cross
32,1,Horizontal,Cross
32,1,Horizontal,Cross
32,1,Vertical,Cross
32,1,Horizontal,Cross
32,0,Vertical,Cross
32,1,Vertical,Cross
32,1,Horizontal,Cross
33,1,Horizontal,Cross
33,1,Vertical,Cross
33,0,Horizontal,Cross
33,1,Horizontal,Cross
33,1,Horizontal,Cross
33,1,Horizontal,Cross
33,0,Horizontal,Cross
